level_0,index,Name,Distance [Mpc],RA,Dec,l,b,sigma_e [km/s]
0,1,Andromeda_XVIII,1.285,0.560417,45.0889,113.888,-16.9172,-9.9
1,2,Andromeda_XX,0.771,1.87792,35.1322,112.873,-26.8801,2.6
2,3,ESO_410-G005,1.897,3.88125,-32.18,357.846,-80.7109,-9.9
3,4,Andromeda_XIX,0.852,4.88375,35.0436,115.582,-27.3724,-9.9
4,5,Andromeda_XXVI,0.872,5.94,47.9161,118.144,-14.6981,4.6
5,6,Cetus,0.802,6.54583,-11.0444,101.455,-72.8546,-9.9
6,7,ESO_294-G010,1.916,6.63917,-41.8553,320.416,-74.4176,-9.9
7,8,Andromeda_XXV,0.774,7.53708,46.8519,119.151,-15.8634,-9.9
8,9,NGC 147,0.723,8.30042,48.5086,119.817,-14.2528,7.2
9,10,Andromeda_III,0.746,8.89083,36.4978,119.375,-26.2643,-9.9
10,11,Andromeda_XVII,0.748,9.27917,44.3222,120.232,-18.4744,10.6
11,12,Andromeda_XXVII,1.009,9.3625,45.3869,120.359,-17.4149,4.7
12,13,NGC 185,0.665,9.74167,48.3375,120.792,-14.4824,5.7
13,14,M110,0.812,10.0921,41.6853,120.716,-21.1388,-9.9
14,15,M32,0.773,10.6742,40.8653,121.15,-21.9762,4.5
15,16,Andromeda_I,0.771,11.4158,38.0411,121.679,-24.8166,-9.9
16,17,Andromeda_XI,0.783,11.5833,33.8014,121.719,-29.0583,11.5
17,18,Andromeda_XII,0.88,11.8625,34.3747,121.996,-28.4898,16.0
18,19,Andromeda_XIV,0.764,12.8958,29.6969,122.97,-33.1748,11.0
19,20,Andromeda_XIII,0.858,12.9625,33.0044,123.032,-29.8672,7.3
20,21,Andromeda_IX,0.736,13.2208,43.1958,123.212,-19.6751,35.0
22,23,Andromeda_XVI,0.509,14.8742,32.3767,124.906,-30.4642,4.9
24,25,LGS_3,1.246,15.9792,21.885,126.762,-40.8939,7.5
25,26,Andromeda_X,0.664,16.6404,44.8044,125.751,-17.9845,-9.9
26,27,AGC 111065,72.69,16.7142,32.7014,126.679,-30.0581,-9.9
27,28,NGC 373,72.69,16.7425,32.3083,126.739,-30.4486,-9.9
28,29,NGC 374,72.69,16.7742,32.795,126.73,-29.9612,177.0
30,31,NGC 379,69.325,16.8154,32.5203,126.793,-30.2328,228.0
35,36,NGC 384,72.69,16.8546,32.2925,126.85,-30.4577,254.0
39,40,AGC 111069,72.69,16.9421,32.6931,126.901,-30.0528,-9.9
40,41,NGC 388,72.69,16.9462,32.31,126.938,-30.4346,135.0
41,42,AGC 111070,72.69,16.9667,32.2561,126.962,-30.487,-9.9
42,43,NGC 392,70.875,17.0975,33.1336,127.013,-29.6038,245.0
43,44,NGC 394,72.69,17.1083,33.1481,127.023,-29.5887,177.0
44,45,NGC 397,72.69,17.1296,33.1092,127.046,-29.6261,146.0
45,46,NGC 399,72.69,17.2467,32.6344,127.202,-30.0918,131.0
46,47,NGC 403,72.69,17.3087,32.7522,127.251,-29.9702,215.0
47,48,NGC 404,4.026,17.3625,35.7181,127.035,-27.0102,73.0
48,49,Andromeda_V,0.801,17.5712,47.6281,126.219,-15.1234,3.9
49,50,NGC 407,72.69,17.6521,33.1264,127.546,-29.5735,221.0
50,51,AGC 111071,72.69,17.7108,33.1133,127.604,-29.5823,-9.9
51,52,NGC 410,66.125,17.7454,33.1519,127.633,-29.5413,287.0
52,53,AGC 110098,72.69,17.7817,33.2272,127.661,-29.4637,143.0
53,54,IC 1636,72.69,17.8954,33.3653,127.755,-29.3177,141.0
54,55,AGC 111074,72.69,17.9221,33.5208,127.765,-29.1608,-9.9
55,56,NGC 420,69.95,18.04,32.1231,128.026,-30.5436,173.0
56,57,IC 1638,79.35,18.0908,33.3644,127.942,-29.3037,168.0
57,58,NGC 431,97.667,18.5187,33.7042,128.31,-28.9311,157.0
58,59,Andromeda_XV,0.672,18.5779,38.1175,127.875,-24.5346,9.7
59,60,IC 1652,72.69,18.7342,31.9486,128.726,-30.6586,113.0
60,61,NGC 448,23.3,18.8187,-1.62611,136.559,-63.8654,111.4
61,62,NGC 447,72.69,18.9067,33.0678,128.755,-29.5303,152.0
62,63,Andromeda_II,0.639,19.1242,33.4192,128.919,-29.1611,24.0
63,64,Andromeda_XXIV,0.749,19.625,46.3661,127.789,-16.2502,9.7
64,65,NGC 468,71.704,19.9521,32.7678,129.798,-29.7254,87.0
65,66,AGC 110207,71.704,19.9762,32.9486,129.795,-29.5435,-9.9
66,67,NGC 474,30.88,20.0279,3.41528,136.798,-58.6824,144.5
67,68,NGC 472,71.704,20.1196,32.7092,129.968,-29.7655,261.0
68,69,IC 1673,71.704,20.1929,33.045,129.988,-29.4245,173.0
69,70,UGC 878,57.3,20.2625,33.8986,129.927,-28.5706,165.0
70,71,AGC 110232,71.704,20.2733,33.3789,130.014,-29.0847,126.0
71,72,AGC 110237,71.704,20.3225,33.0906,130.105,-29.3651,127.0
72,73,AGC 111078,71.704,20.3262,33.1586,130.098,-29.2972,-9.9
73,74,IC 1679,71.704,20.4358,33.4936,130.151,-28.953,76.0
74,75,IC 1680,71.704,20.4633,33.2825,130.209,-29.1591,152.0
75,76,NGC 483,71.704,20.4846,33.5208,130.193,-28.9205,204.0
76,77,AGC 111080,71.704,20.5038,33.5097,130.212,-28.9294,-9.9
77,78,AGC 111081,71.704,20.5492,33.4492,130.265,-28.9843,-9.9
78,79,AGC 110268,71.704,20.7029,33.9683,130.328,-28.4525,85.0
79,80,AGC 110272,71.704,20.7158,33.5172,130.411,-28.8977,133.0
80,81,IC 1684,71.704,20.7217,33.4136,130.433,-28.9997,-9.9
81,82,NGC 502,34.25,20.7312,9.04917,135.928,-53.0262,97.5
82,83,NGC 495,70.164,20.7333,33.4717,130.435,-28.9408,164.0
83,84,NGC 499,62.95,20.7979,33.4606,130.498,-28.9443,258.0
84,85,NGC 501,71.704,20.8433,33.4331,130.545,-28.9662,-9.9
85,86,AGC 111085,71.704,20.8479,33.3819,130.558,-29.0162,-9.9
86,87,NGC 509,32.3,20.8504,9.43361,135.989,-52.6259,71.1
87,88,NGC 504,64.6,20.8662,33.2044,130.604,-29.1898,192.0
88,89,IC 1688,71.704,20.8671,33.0831,130.624,-29.3098,-9.9
89,90,NGC 503,71.704,20.8683,33.3317,130.585,-29.0636,-9.9
90,91,NGC 507,62.7,20.9162,33.2561,130.643,-29.1327,283.0
91,92,NGC 508,87.35,20.9192,33.2803,130.642,-29.1084,203.0
92,93,AGC 111088,71.704,20.93,33.4164,130.63,-28.9724,-9.9
93,94,IC 1689,71.704,20.9492,33.0553,130.707,-29.3275,129.0
94,95,IC 1690,71.704,20.9562,33.1564,130.697,-29.2266,144.0
95,96,AGC 110296,71.704,20.9937,33.3133,130.707,-29.0667,139.0
96,97,NGC 516,34.7,21.0337,9.55167,136.24,-52.4732,69.7
98,99,IC 1691,71.704,21.1075,33.4069,130.799,-28.9603,-9.9
99,100,NGC 515,78.6,21.1608,33.4728,130.838,-28.8887,225.0
100,101,IC 1692,71.704,21.1646,33.2358,130.881,-29.1226,91.0
101,102,NGC 517,57.65,21.1825,33.4294,130.866,-28.9289,186.0
102,103,NGC 524,27.471,21.1987,9.53889,136.505,-52.4515,220.3
103,104,NGC 525,30.7,21.2204,9.70333,136.483,-52.2863,79.8
104,105,NGC 528,71.2,21.39,33.6717,131.02,-28.6636,271.0
105,106,AGC 111097,71.704,21.4004,34.7364,130.849,-27.6096,-9.9
106,107,NGC 529,67.95,21.4183,34.7133,130.869,-27.6302,244.0
107,108,AGC 111098,71.704,21.4279,33.0878,131.156,-29.236,-9.9
108,109,AGC 111100,6.493,21.4808,33.4372,131.146,-28.8839,-9.9
109,110,NGC 553,71.704,21.5525,33.405,131.219,-28.9066,98.0
110,111,NGC 531,71.704,21.5787,34.7539,131.009,-27.5703,144.0
111,112,NGC 542,71.704,21.6288,34.6753,131.068,-27.6417,96.0
112,113,Andromeda_XXII,0.904,21.9167,28.0903,132.587,-34.1013,9.4
113,114,Andromeda_XXIII,0.749,22.3408,38.7189,130.992,-23.5586,-9.9
114,115,NGC 584,19.93,22.8362,-6.86806,149.805,-67.6334,204.4
115,116,NGC 636,26.04,24.7771,-7.5125,155.064,-67.3607,150.7
116,117,NGC 661,37.3,26.0608,28.7058,136.71,-32.7492,178.2
117,118,AGC 110536,68.958,27.2592,35.2339,136.013,-26.1705,97.0
118,119,UGC 269,67.95,27.2742,34.9831,136.095,-26.4106,130.0
119,120,UGC 272,68.958,27.3154,35.0731,136.107,-26.315,138.0
120,121,AGC 110538,68.958,27.3254,34.9683,136.145,-26.4144,-9.9
121,122,AGC 110540,68.958,27.3383,36.24,135.807,-25.1796,81.0
122,123,UGC 277,72.42,27.3571,35.4528,136.039,-25.9387,150.0
123,124,NGC 679,63.46,27.4325,35.7856,136.013,-25.6011,242.0
124,125,NGC 680,34.85,27.4471,21.9708,140.4,-38.9135,182.8
125,126,AGC 111104,68.958,27.5617,36.2286,136.003,-25.146,-9.9
126,127,AGC 111106,5.915,27.5933,35.9833,136.098,-25.3771,-9.9
127,128,AGC 111107,68.958,27.6008,36.3406,136.006,-25.0297,-9.9
128,129,NGC 687,63.72,27.6383,36.3708,136.03,-24.9928,232.0
129,130,UGC 308,73.533,27.7133,36.2758,136.121,-25.0696,223.0
130,131,AGC 111110,5.746,27.7358,36.1447,136.177,-25.1919,-9.9
131,132,Phoenix,0.418,27.7762,-44.4447,272.159,-68.9494,17.0
132,133,AGC 110851,68.958,27.8283,34.8728,136.617,-26.4028,95.0
133,134,AGC 111112,9.845,27.86,35.9344,136.343,-25.3698,-9.9
134,135,AGC 111113,68.958,27.8854,35.8756,136.382,-25.4215,-9.9
135,136,AGC 110581,68.958,28.0283,35.4147,136.638,-25.837,171.0
136,137,UGC 336,70.5,28.0529,36.0975,136.464,-25.1722,117.0
137,138,NGC 700,68.958,28.07,36.0367,136.496,-25.2274,142.0
138,139,UGC 339,53.85,28.1033,35.8564,136.576,-25.3946,153.0
139,140,AGC 111119,68.958,28.1162,36.4981,136.404,-24.772,-9.9
140,141,AGC 110848,68.958,28.1358,36.1153,136.53,-25.1377,-9.9
141,142,NGC 704,68.958,28.1571,36.1269,136.545,-25.122,-9.9
142,143,NGC 703,65.4,28.165,36.1714,136.539,-25.0774,269.0
143,144,AGC 111122,68.958,28.1667,36.1411,136.549,-25.1063,109.0
144,145,NGC 704,68.958,28.1667,36.1208,136.555,-25.1259,-9.9
145,146,NGC 705,68.958,28.1729,36.1439,136.554,-25.1023,172.0
146,147,NGC 708,63.0,28.1937,36.1519,136.569,-25.0902,212.0
147,148,NGC 709,68.958,28.2108,36.2233,136.564,-25.0177,-9.9
148,149,AGC 111123,68.958,28.2112,36.1517,136.585,-25.0868,63.0
149,150,NGC 720,23.738,28.2521,-13.7386,173.019,-70.3573,229.8
150,151,NGC 712,71.4,28.285,36.8197,136.456,-24.4263,252.0
151,152,AGC 111124,68.958,28.2892,36.3461,136.596,-24.8827,-9.9
152,153,AGC 110594,68.958,28.3112,36.3339,136.618,-24.8898,130.0
153,154,AGC 111126,68.958,28.3404,36.3603,136.635,-24.8582,-9.9
154,155,UGC 353,68.958,28.3454,36.9553,136.469,-24.2828,220.0
155,156,AGC 110597,68.958,28.3492,36.0122,136.744,-25.1922,126.0
156,157,NGC 714,68.958,28.3733,36.2214,136.704,-24.9853,264.0
157,158,AGC 111127,68.958,28.4229,36.3136,136.72,-24.8858,-9.9
158,159,AGC 110605,68.958,28.4587,36.3503,136.74,-24.8428,157.0
159,160,NGC 717,68.958,28.4796,36.2294,136.793,-24.9549,138.0
160,161,AGC 110607,68.958,28.4871,36.6411,136.68,-24.5563,106.0
161,162,AGC 110608,68.958,28.5471,35.9222,136.941,-25.2367,96.0
162,163,AGC 110613,68.958,28.7233,37.5289,136.621,-23.6503,109.0
163,164,UGC 387,68.958,28.795,36.2608,137.054,-24.8568,-9.9
164,165,UGC 390,68.958,28.8383,36.3069,137.077,-24.803,-9.9
165,166,UGC 392,66.1,28.8725,36.5619,137.031,-24.55,87.0
166,167,NGC 732,68.958,29.1154,36.8022,137.165,-24.2659,133.0
167,168,UGC 415,68.958,29.1829,36.3844,137.348,-24.6528,141.0
168,169,AGC 110683,68.958,29.4071,37.4564,137.213,-23.573,99.0
169,170,UGC 434,68.958,29.4121,36.2553,137.583,-24.7257,113.0
170,171,NGC 759,71.5,29.4596,36.3431,137.596,-24.6307,240.0
171,172,AGC 110690,68.958,29.5233,37.5781,137.272,-23.4305,186.0
172,173,NGC 770,32.3,29.8067,18.9547,144.383,-41.0763,109.1
173,174,IC 179,61.55,30.0479,38.0214,137.569,-22.8883,225.0
174,175,NGC 777,62.25,30.0621,31.4294,139.734,-29.1874,316.3
175,176,NGC 821,23.975,32.0879,10.995,151.555,-47.5568,179.5
176,177,Segue_II,0.035,34.8167,20.1753,149.433,-38.1352,4.3
177,178,NGC 936,20.683,36.9058,-1.15639,168.574,-55.2642,167.9
178,179,Fornax,0.139,39.9971,-34.4492,237.104,-65.6515,3.3
179,180,NGC 023,11.581,40.1,39.0633,145.023,-19.0892,166.7
181,182,NGC 121,35.3,42.6633,-1.73417,176.362,-51.787,167.9
182,183,NGC 222,31.0,47.2362,-2.95528,182.598,-49.2072,90.8
183,184,NGC 248,30.4,48.2021,-5.22472,186.261,-49.8605,80.5
184,185,NGC 266,29.9,49.0029,-2.42722,183.668,-47.5078,79.1
185,186,NGC 289,30.25,49.7075,-1.97333,183.8,-46.675,124.5
186,187,PGC 12636,22.633,50.5946,-37.3983,240.52,-56.7306,-9.9
188,189,PGC 74372,18.967,50.8892,-36.9839,239.724,-56.5437,-9.9
189,190,PGC 12691,17.275,50.905,-35.7783,237.541,-56.6376,-9.9
190,191,PGC 74392,18.967,51.0737,-35.2617,236.588,-56.5339,-9.9
191,192,NGC 316,16.9,51.2433,-37.0094,239.717,-56.2597,-9.9
192,193,PGC 74403,18.967,51.2896,-36.5531,238.893,-56.2659,-9.9
193,194,PGC 74404,18.967,51.3004,-32.9025,232.31,-56.4044,-9.9
194,195,PGC 74408,18.967,51.3525,-36.7447,239.228,-56.1983,-9.9
195,196,PGC 74411,18.967,51.3996,-32.9597,232.414,-56.3215,-9.9
196,197,FCC 2,18.967,51.4425,-35.5083,237.001,-56.2195,-9.9
197,198,IC 1919,19.233,51.5092,-32.8944,232.298,-56.229,64.0
198,199,PGC 74418,18.967,51.5308,-35.1275,236.311,-56.1679,-9.9
199,200,PGC 74428,31.268,51.6042,-37.1281,239.877,-55.9614,61.0
200,201,NGC 336,21.525,51.6342,-35.7136,237.352,-56.0515,-9.9
201,202,PGC 74435,18.967,51.6771,-34.5472,235.262,-56.0712,-9.9
202,203,PGC 74436,18.967,51.6808,-37.2986,240.169,-55.8835,-9.9
203,204,PGC 74441,18.967,51.7162,-36.7986,239.277,-55.9032,-9.9
204,205,,20.4,51.7254,-35.5178,236.994,-55.989,-9.9
205,206,PGC 74451,18.967,51.7837,-34.3997,234.994,-55.9876,-9.9
206,207,PGC 12878,21.18,51.825,-34.5264,235.218,-55.95,69.0
207,208,PGC 12882,18.967,51.84,-36.1464,238.104,-55.8563,-9.9
208,209,PGC 74469,18.967,51.8663,-35.9233,237.705,-55.8503,-9.9
209,210,PGC 74475,18.967,51.895,-37.505,240.503,-55.6928,-9.9
210,211,PGC 74487,18.967,51.9442,-33.5642,233.499,-55.8672,-9.9
211,212,PGC 74504,18.967,52.0,-33.6625,233.674,-55.8203,-9.9
212,213,NGC 339,20.845,52.0275,-32.2861,231.226,-55.7803,-9.9
213,214,PGC 74506,18.967,52.0279,-35.2367,236.472,-55.757,-9.9
214,215,PGC 12931,18.967,52.1175,-33.7339,233.8,-55.7221,-9.9
215,216,PGC 74521,18.967,52.2158,-33.8444,233.995,-55.6396,-9.9
216,217,PGC 74522,18.967,52.2367,-36.4361,238.575,-55.5164,-9.9
217,218,PGC 74549,18.967,52.3887,-35.8664,237.558,-55.4313,-9.9
218,219,PGC 74563,18.967,52.425,-36.2214,238.179,-55.3801,-9.9
219,220,PGC 74565,18.967,52.4396,-35.3783,236.695,-55.415,-9.9
220,221,PGC 13004,18.967,52.5329,-32.4758,231.583,-55.3593,-9.9
221,222,PGC 74605,23.1,52.6271,-34.26,234.721,-55.2942,-9.9
222,223,NGC 351,20.459,52.6458,-34.8539,235.763,-55.2658,-9.9
223,224,PGC 74617,18.8,52.6925,-35.5494,236.979,-55.2014,-9.9
224,225,PGC 74618,18.967,52.6946,-35.3544,236.638,-55.2083,-9.9
225,226,PGC 74628,18.967,52.7346,-33.5556,233.484,-55.2085,-9.9
226,227,PGC 13058,19.7,52.7842,-36.2903,238.266,-55.0866,-9.9
227,228,PGC 74649,18.967,52.8004,-33.2439,232.939,-55.1509,-9.9
228,229,FCC 4,18.967,52.845,-34.9717,235.96,-55.099,-9.9
229,230,PGC 13084,18.775,52.8533,-35.3311,236.588,-55.0798,-9.9
230,231,FCC 7,18.967,52.8621,-35.4944,236.872,-55.066,-9.9
231,232,PGC 13099,18.967,52.9371,-34.3381,234.851,-55.037,-9.9
232,233,PGC 74679,18.967,52.9454,-35.6756,237.183,-54.9902,-9.9
233,234,PGC 13097,21.14,52.9483,-35.0519,236.096,-55.012,-9.9
234,235,PGC 74696,18.967,53.1142,-35.7753,237.345,-54.8487,-9.9
235,236,PGC 13131,18.967,53.1308,-36.0867,237.884,-54.8194,-9.9
236,237,PGC 74704,18.967,53.1879,-37.8367,240.9,-54.6412,-9.9
237,238,PGC 74705,18.967,53.1954,-37.6419,240.564,-54.6537,-9.9
238,239,PGC 13146,19.425,53.1983,-34.2386,234.674,-54.8223,-9.9
239,240,PGC 74706,18.967,53.2025,-36.1531,237.993,-54.7579,-9.9
240,241,PGC 13151,13.6,53.2392,-35.7378,237.272,-54.7491,-9.9
241,242,PGC 74710,18.967,53.2637,-36.4433,238.49,-54.6916,-9.9
242,243,PGC 74711,18.967,53.2646,-33.7231,233.78,-54.7681,-9.9
243,244,PGC 74714,18.2,53.3029,-36.0172,237.751,-54.6841,-9.9
244,245,FCC 7,18.967,53.3108,-37.8197,240.855,-54.5462,-9.9
245,246,PGC 74723,18.967,53.38,-34.4553,235.047,-54.6701,-9.9
246,247,PGC 13177,36.267,53.3908,-33.5733,233.522,-54.6619,-9.9
247,248,PGC 74726,18.967,53.4267,-32.4253,231.54,-54.6038,-9.9
248,249,PGC 74728,18.967,53.4521,-35.8358,237.428,-54.5721,-9.9
249,250,PGC 74729,18.967,53.4542,-34.1697,234.553,-54.6111,-9.9
250,251,PGC 74730,18.967,53.4808,-34.3467,234.858,-54.588,-9.9
251,252,PGC 74736,18.967,53.5762,-35.7947,237.349,-54.4733,-9.9
252,253,PGC 74737,18.967,53.5846,-35.3619,236.605,-54.4826,-9.9
253,254,PGC 74738,18.967,53.5908,-34.5925,235.28,-54.4947,-9.9
254,255,PGC 13230,18.72,53.6229,-35.5464,236.92,-54.4452,64.0
255,256,PGC 13232,18.967,53.6283,-34.2975,234.772,-54.4665,-9.9
256,257,PGC 13242,18.967,53.6837,-35.8614,237.457,-54.3834,-9.9
257,258,PGC 74742,25.1,53.735,-35.1911,236.305,-54.3648,-9.9
258,259,PGC 74744,18.967,53.7425,-35.0431,236.051,-54.3623,-9.9
259,260,NGC 373,18.9,53.7467,-35.1711,236.27,-54.3558,-9.9
260,261,PGC 74745,16.5,53.7512,-35.3222,236.529,-54.348,-9.9
261,262,PGC 74747,16.2,53.7729,-35.2183,236.35,-54.3332,-9.9
262,263,NGC 374,18.661,53.8192,-35.2264,236.362,-54.2952,-9.9
263,264,NGC 375,17.927,53.82,-35.2656,236.429,-54.2935,79.0
264,265,PGC 74752,18.3,53.8504,-36.3639,238.307,-54.2248,67.0
265,266,PGC 74753,18.967,53.855,-36.1792,237.991,-54.2305,-9.9
266,267,PGC 74754,18.967,53.8771,-35.2517,236.404,-54.2472,-9.9
267,268,IC 335,18.01,53.8792,-34.4469,235.026,-54.2586,221.0
268,269,PGC 13281,18.614,53.8879,-32.465,231.635,-54.2165,-9.9
269,270,PGC 74755,18.967,53.8917,-34.8047,235.638,-54.2445,-9.9
270,271,PGC 13287,24.7,53.9283,-35.3381,236.549,-54.2031,-9.9
271,272,PGC 74757,18.967,53.9283,-35.5144,236.851,-54.1979,-9.9
272,273,PGC 13291,18.967,53.9429,-35.9894,237.661,-54.1682,-9.9
273,274,PGC 74759,18.967,53.9821,-34.8278,235.676,-54.1699,-9.9
274,275,NGC 379,18.01,54.0162,-35.4411,236.722,-54.1285,130.1
275,276,PGC 74761,21.0,54.0162,-35.3892,236.633,-54.13,-9.9
276,277,PGC 74763,18.967,54.0283,-35.8414,237.404,-54.1052,-9.9
277,278,PGC 74766,18.967,54.0537,-36.1667,237.956,-54.0708,-9.9
278,279,PGC 74768,18.967,54.0979,-35.9114,237.519,-54.0461,-9.9
279,280,NGC 380,19.163,54.115,-34.9761,235.926,-54.0586,150.0
280,281,PGC 74770,18.7,54.1162,-35.2106,236.325,-54.0529,-9.9
281,282,NGC 381,18.622,54.1321,-35.2953,236.469,-54.038,67.0
282,283,FCC 1,18.967,54.1562,-35.3858,236.622,-54.016,-9.9
283,284,PGC 74776,18.967,54.18,-34.1592,234.534,-54.0105,-9.9
284,285,PGC 74777,18.967,54.1896,-33.0139,232.587,-53.9828,-9.9
285,286,NGC 380,17.056,54.1979,-34.7397,235.522,-53.9938,49.0
286,287,PGC 74778,18.967,54.2025,-34.28,234.74,-53.9922,-9.9
288,289,PGC 74780,18.967,54.2204,-36.4861,238.488,-53.921,-9.9
289,290,PGC 74781,18.967,54.2221,-34.9386,235.86,-53.9714,-9.9
290,291,PGC 13343,19.875,54.2262,-35.3747,236.601,-53.9592,-9.9
291,292,NGC 387,17.24,54.2375,-35.5067,236.825,-53.9465,-9.9
292,293,PGC 74783,18.967,54.2617,-34.8756,235.752,-53.9398,-9.9
293,294,PGC 74785,19.4,54.2687,-35.5906,236.966,-53.9187,-9.9
294,295,PGC 13349,18.967,54.27,-34.6031,235.289,-53.9356,-9.9
295,296,NGC 380,18.7,54.2871,-35.195,236.294,-53.9137,-9.9
296,297,PGC 74787,17.5,54.2917,-35.3869,236.619,-53.9056,-9.9
297,298,PGC 74788,15.4,54.2933,-35.8883,237.47,-53.8888,-9.9
298,299,NGC 389,17.685,54.2992,-35.7456,237.227,-53.8891,-9.9
299,300,PGC 74790,21.0,54.325,-35.6986,237.147,-53.8696,-9.9
300,301,PGC 74791,18.967,54.3471,-34.9003,235.792,-53.8695,-9.9
301,302,PGC 74792,26.2,54.3917,-35.8294,237.365,-53.8112,-9.9
302,303,PGC 74796,18.967,54.4208,-35.2961,236.461,-53.8024,-9.9
303,304,PGC 74797,18.967,54.4279,-37.2083,239.692,-53.7124,-9.9
304,305,PGC 74800,18.967,54.4737,-37.2797,239.809,-53.6712,-9.9
305,306,PGC 74802,18.967,54.4775,-34.8825,235.76,-53.7627,-9.9
307,308,PGC 13399,19.85,54.5379,-34.5186,235.144,-53.7153,-9.9
308,309,PGC 13405,21.1,54.5562,-37.2903,239.819,-53.605,-9.9
309,310,PGC 13404,20.675,54.5567,-33.1272,232.795,-53.6789,40.0
311,312,PGC 74807,18.967,54.5804,-36.0658,237.755,-53.65,-9.9
312,313,PGC 74808,17.55,54.5804,-35.1292,236.175,-53.6751,-9.9
313,314,PGC 74811,21.8,54.5896,-35.2594,236.395,-53.6654,283.7
315,316,NGC 395,21.412,54.6237,-23.0275,216.212,-52.1208,239.8
316,317,PGC 74816,23.9,54.6529,-35.8342,237.361,-53.5994,-9.9
317,318,PGC 74817,19.3,54.6567,-35.7575,237.232,-53.5987,-9.9
318,319,PGC 74821,13.3,54.6892,-35.2664,236.404,-53.584,-9.9
319,320,NGC 404,19.097,54.7162,-35.5944,236.955,-53.5548,211.5
320,321,PGC 74826,14.7,54.7296,-35.2367,236.353,-53.5515,-9.9
321,322,PGC 74832,18.967,54.7742,-36.0986,237.801,-53.4923,-9.9
322,323,PGC 13449,18.85,54.8054,-35.3714,236.578,-53.4872,-9.9
323,324,PGC 13452,14.8,54.8312,-35.7264,237.173,-53.458,-9.9
324,325,PGC 74840,18.967,54.8867,-31.7922,230.575,-53.3357,-9.9
325,326,PGC 74850,18.967,54.9587,-35.5228,236.827,-53.3593,-9.9
326,327,FCC 6,18.967,54.96,-35.0214,235.987,-53.3658,-9.9
327,328,PGC 74851,25.2,54.9642,-35.3219,236.491,-53.3586,-9.9
328,329,PGC 74856,25.9,54.9808,-35.6619,237.06,-53.3382,-9.9
329,330,PGC 74859,18.967,55.005,-34.7586,235.547,-53.3305,-9.9
330,331,PGC 74860,18.967,55.0196,-34.1678,234.558,-53.3159,-9.9
331,332,PGC 74863,18.967,55.0312,-32.3194,231.468,-53.2452,-9.9
332,333,PGC 74865,18.967,55.0421,-34.4464,235.024,-53.2996,-9.9
333,334,NGC 407,23.5,55.0492,-18.58,209.635,-50.384,262.8
334,335,PGC 74871,18.967,55.0792,-33.4217,233.311,-53.2512,-9.9
335,336,PGC 74872,18.967,55.0854,-37.6447,240.364,-53.1618,-9.9
336,337,PGC 13515,14.3,55.0979,-35.2769,236.413,-53.2501,-9.9
337,338,PGC 78873,23.8,55.1125,-36.4989,238.453,-53.2041,-9.9
338,339,PGC 74877,18.967,55.1279,-35.8781,237.416,-53.2133,-9.9
339,340,PGC 74879,18.5,55.1408,-35.0225,235.987,-53.2177,42.0
340,341,PGC 74882,18.967,55.1571,-36.1211,237.82,-53.1823,-9.9
341,342,NGC 419,18.54,55.1754,-37.5108,240.133,-53.0996,-9.9
342,343,FCC 7,18.967,55.1767,-35.6611,237.052,-53.1791,-9.9
343,344,PGC 13537,18.967,55.1846,-37.4086,239.962,-53.0989,-9.9
344,345,PGC 74890,18.967,55.2075,-35.0236,235.988,-53.1631,-9.9
345,346,PGC 74893,18.967,55.21,-35.7483,237.197,-53.1501,-9.9
346,347,PGC 74896,18.967,55.2304,-37.8381,240.671,-53.0338,-9.9
347,348,PGC 74899,18.967,55.2533,-35.7419,237.185,-53.115,-9.9
348,349,PGC 13550,17.517,55.265,-33.7794,233.915,-53.1058,-9.9
349,350,PGC 74901,18.967,55.2658,-34.9542,235.872,-53.1158,-9.9
350,351,PGC 74903,18.967,55.2796,-35.6903,237.098,-53.0949,-9.9
351,352,PGC 74905,18.967,55.28,-35.5144,236.805,-53.098,-9.9
352,353,PGC 13560,18.967,55.3033,-35.1583,236.212,-53.0837,-9.9
353,354,PGC 74911,18.967,55.3396,-33.7692,233.9,-53.0436,-9.9
354,355,PGC 74910,18.967,55.3396,-35.9489,237.526,-53.04,-9.9
355,356,PGC 74915,18.967,55.3821,-35.5897,236.928,-53.0136,-9.9
356,357,PGC 74917,19.6,55.4221,-35.1703,236.23,-52.9865,49.0
357,358,PGC 74918,18.967,55.4275,-33.4844,233.431,-52.9626,-9.9
358,359,PGC 74923,18.0,55.4892,-35.2919,236.431,-52.9306,-9.9
359,360,PGC 74929,18.967,55.5262,-34.8494,235.697,-52.9024,-9.9
360,361,PGC 74930,18.967,55.5454,-35.4422,236.68,-52.883,-9.9
361,362,PGC 74933,22.4,55.5721,-35.5408,236.842,-52.8599,-9.9
362,363,PGC 74934,18.967,55.58,-35.5606,236.875,-52.8531,-9.9
363,364,NGC 427,19.355,55.5808,-35.3925,236.597,-52.8547,-9.9
364,365,NGC 428,20.04,55.5946,-35.1539,236.201,-52.8456,95.0
365,366,PGC 13615,18.5,55.6096,-36.6867,238.737,-52.7975,-9.9
366,367,PGC 74936,18.967,55.6129,-33.8711,234.078,-52.819,-9.9
367,368,PGC 74939,18.967,55.6537,-35.9558,237.527,-52.7856,-9.9
368,369,PGC 74940,18.967,55.6608,-35.8678,237.381,-52.7818,-9.9
